"Simulation" "Statistic" "Tool" "Value"
"5189" "bias" "recall" "Salmon_align_recall" 0.888720895071061
"5190" "bias" "recall" "Salmon_quasi_recall" 0.895373450257031
"5191" "bias" "recall" "Salmon_SMEM_recall" 0.863622618687632
"5192" "bias" "recall" "Sailfish_recall" 0.893559117024494
"5193" "bias" "recall" "eXpress_recall" 0.983066223162988
"5194" "bias" "recall" "Kallisto_recall" 0.893559117024494
"5195" "bias" "recall" "RSEM_recall" 0.866555183946488
"5196" "bias" "recall" "Salmon_align_recall" 0.885953177257525
"5197" "bias" "recall" "Salmon_quasi_recall" 0.893979933110368
"5198" "bias" "recall" "Salmon_SMEM_recall" 0.860869565217391
"5199" "bias" "recall" "Sailfish_recall" 0.893979933110368
"5200" "bias" "recall" "eXpress_recall" 0.978929765886288
"5201" "bias" "recall" "Kallisto_recall" 0.893979933110368
"5202" "bias" "recall" "RSEM_recall" 0.871936274509804
"5203" "bias" "recall" "Salmon_align_recall" 0.88296568627451
"5204" "bias" "recall" "Salmon_quasi_recall" 0.891237745098039
"5205" "bias" "recall" "Salmon_SMEM_recall" 0.854779411764706
"5206" "bias" "recall" "Sailfish_recall" 0.89031862745098
"5207" "bias" "recall" "eXpress_recall" 0.98468137254902
"5208" "bias" "recall" "Kallisto_recall" 0.890625
"5209" "bias" "recall" "RSEM_recall" 0.870584239130435
"5210" "bias" "recall" "Salmon_align_recall" 0.885190217391304
"5211" "bias" "recall" "Salmon_quasi_recall" 0.897078804347826
"5212" "bias" "recall" "Salmon_SMEM_recall" 0.864130434782609
"5213" "bias" "recall" "Sailfish_recall" 0.897758152173913
"5214" "bias" "recall" "eXpress_recall" 0.978260869565217
"5215" "bias" "recall" "Kallisto_recall" 0.897078804347826
"5216" "bias" "recall" "RSEM_recall" 0.866726835138387
"5217" "bias" "recall" "Salmon_align_recall" 0.887184115523466
"5218" "bias" "recall" "Salmon_quasi_recall" 0.897111913357401
"5219" "bias" "recall" "Salmon_SMEM_recall" 0.864921780986763
"5220" "bias" "recall" "Sailfish_recall" 0.896811070998797
"5221" "bias" "recall" "eXpress_recall" 0.982851985559567
"5222" "bias" "recall" "Kallisto_recall" 0.896209386281588
"5223" "bias" "recall" "RSEM_recall" 0.867706708268331
"5224" "bias" "recall" "Salmon_align_recall" 0.884867394695788
"5225" "bias" "recall" "Salmon_quasi_recall" 0.894539781591264
"5226" "bias" "recall" "Salmon_SMEM_recall" 0.862402496099844
"5227" "bias" "recall" "Sailfish_recall" 0.892979719188768
"5228" "bias" "recall" "eXpress_recall" 0.976911076443058
"5229" "bias" "recall" "Kallisto_recall" 0.893291731669267
"5230" "bias" "recall" "RSEM_recall" 0.873547958845005
"5231" "bias" "recall" "Salmon_align_recall" 0.895121141719217
"5232" "bias" "recall" "Salmon_quasi_recall" 0.906405575838035
"5233" "bias" "recall" "Salmon_SMEM_recall" 0.871224692997013
"5234" "bias" "recall" "Sailfish_recall" 0.906737470959177
"5235" "bias" "recall" "eXpress_recall" 0.982077663458347
"5236" "bias" "recall" "Kallisto_recall" 0.906737470959177
"5237" "bias" "recall" "RSEM_recall" 0.672146118721461
"5238" "bias" "recall" "Salmon_align_recall" 0.686149162861492
"5239" "bias" "recall" "Salmon_quasi_recall" 0.691019786910198
"5240" "bias" "recall" "Salmon_SMEM_recall" 0.666666666666667
"5241" "bias" "recall" "Sailfish_recall" 0.691019786910198
"5242" "bias" "recall" "eXpress_recall" 0.785388127853881
"5243" "bias" "recall" "Kallisto_recall" 0.690715372907154
"5244" "bias" "recall" "RSEM_recall" 0.874846625766871
"5245" "bias" "recall" "Salmon_align_recall" 0.888343558282209
"5246" "bias" "recall" "Salmon_quasi_recall" 0.897852760736196
"5247" "bias" "recall" "Salmon_SMEM_recall" 0.867791411042945
"5248" "bias" "recall" "Sailfish_recall" 0.897239263803681
"5249" "bias" "recall" "eXpress_recall" 0.980981595092025
"5250" "bias" "recall" "Kallisto_recall" 0.897546012269939
"5251" "bias" "recall" "RSEM_recall" 0.874562241324419
"5252" "bias" "recall" "Salmon_align_recall" 0.887297039159503
"5253" "bias" "recall" "Salmon_quasi_recall" 0.902260426615727
"5254" "bias" "recall" "Salmon_SMEM_recall" 0.865011142948106
"5255" "bias" "recall" "Sailfish_recall" 0.901305316778096
"5256" "bias" "recall" "eXpress_recall" 0.974212034383954
"5257" "bias" "recall" "Kallisto_recall" 0.901623686723973
"5258" "bias" "recall" "RSEM_recall" 0.874872838250254
"5259" "bias" "recall" "Salmon_align_recall" 0.893184130213632
"5260" "bias" "recall" "Salmon_quasi_recall" 0.90030518819939
"5261" "bias" "recall" "Salmon_SMEM_recall" 0.867073584265853
"5262" "bias" "recall" "Sailfish_recall" 0.896914208206172
"5263" "bias" "recall" "eXpress_recall" 0.984740590030519
"5264" "bias" "recall" "Kallisto_recall" 0.897931502204137
"5265" "bias" "recall" "RSEM_recall" 0.872277810476751
"5266" "bias" "recall" "Salmon_align_recall" 0.88964096527369
"5267" "bias" "recall" "Salmon_quasi_recall" 0.892878163625662
"5268" "bias" "recall" "Salmon_SMEM_recall" 0.861094761624485
"5269" "bias" "recall" "Sailfish_recall" 0.891701000588581
"5270" "bias" "recall" "eXpress_recall" 0.984402589758682
"5271" "bias" "recall" "Kallisto_recall" 0.891406709829311
"5272" "bias" "recall" "RSEM_recall" 0.881272949816401
"5273" "bias" "recall" "Salmon_align_recall" 0.897796817625459
"5274" "bias" "recall" "Salmon_quasi_recall" 0.90422276621787
"5275" "bias" "recall" "Salmon_SMEM_recall" 0.86780905752754
"5276" "bias" "recall" "Sailfish_recall" 0.905140758873929
"5277" "bias" "recall" "eXpress_recall" 0.98561811505508
"5278" "bias" "recall" "Kallisto_recall" 0.905752753977968
"5279" "bias" "recall" "RSEM_recall" 0.881422924901186
"5280" "bias" "recall" "Salmon_align_recall" 0.893845285149633
"5281" "bias" "recall" "Salmon_quasi_recall" 0.90231507622812
"5282" "bias" "recall" "Salmon_SMEM_recall" 0.869565217391304
"5283" "bias" "recall" "Sailfish_recall" 0.901750423489554
"5284" "bias" "recall" "eXpress_recall" 0.981366459627329
"5285" "bias" "recall" "Kallisto_recall" 0.901185770750988
"5286" "bias" "recall" "RSEM_recall" 0.860723350253807
"5287" "bias" "recall" "Salmon_align_recall" 0.876903553299492
"5288" "bias" "recall" "Salmon_quasi_recall" 0.886738578680203
"5289" "bias" "recall" "Salmon_SMEM_recall" 0.856281725888325
"5290" "bias" "recall" "Sailfish_recall" 0.885786802030457
"5291" "bias" "recall" "eXpress_recall" 0.98001269035533
"5292" "bias" "recall" "Kallisto_recall" 0.886104060913706
"5293" "bias" "recall" "RSEM_recall" 0.874804870433968
"5294" "bias" "recall" "Salmon_align_recall" 0.8854199188261
"5295" "bias" "recall" "Salmon_quasi_recall" 0.89166406493912
"5296" "bias" "recall" "Salmon_SMEM_recall" 0.862940992819232
"5297" "bias" "recall" "Sailfish_recall" 0.891351857633469
"5298" "bias" "recall" "eXpress_recall" 0.982204183577896
"5299" "bias" "recall" "Kallisto_recall" 0.89166406493912
"5300" "bias" "recall" "RSEM_recall" 0.875580623755806
"5301" "bias" "recall" "Salmon_align_recall" 0.89051094890511
"5302" "bias" "recall" "Salmon_quasi_recall" 0.902123424021234
"5303" "bias" "recall" "Salmon_SMEM_recall" 0.85799601857996
"5304" "bias" "recall" "Sailfish_recall" 0.900132714001327
"5305" "bias" "recall" "eXpress_recall" 0.980092899800929
"5306" "bias" "recall" "Kallisto_recall" 0.900464499004645
"5307" "bias" "recall" "RSEM_recall" 0.874649204864359
"5308" "bias" "recall" "Salmon_align_recall" 0.891799189273464
"5309" "bias" "recall" "Salmon_quasi_recall" 0.899906454630496
"5310" "bias" "recall" "Salmon_SMEM_recall" 0.861241035235423
"5311" "bias" "recall" "Sailfish_recall" 0.900218272528843
"5312" "bias" "recall" "eXpress_recall" 0.9822263797942
"5313" "bias" "recall" "Kallisto_recall" 0.901153726223885
"5314" "bias" "recall" "RSEM_recall" 0.872175379426644
"5315" "bias" "recall" "Salmon_align_recall" 0.881618887015177
"5316" "bias" "recall" "Salmon_quasi_recall" 0.893423271500843
"5317" "bias" "recall" "Salmon_SMEM_recall" 0.858684654300169
"5318" "bias" "recall" "Sailfish_recall" 0.892411467116358
"5319" "bias" "recall" "eXpress_recall" 0.97672849915683
"5320" "bias" "recall" "Kallisto_recall" 0.892074198988196
"5321" "bias" "recall" "RSEM_recall" 0.871811641595814
"5322" "bias" "recall" "Salmon_align_recall" 0.885219097449313
"5323" "bias" "recall" "Salmon_quasi_recall" 0.889470241988228
"5324" "bias" "recall" "Salmon_SMEM_recall" 0.855788096795291
"5325" "bias" "recall" "Sailfish_recall" 0.889797253106606
"5326" "bias" "recall" "eXpress_recall" 0.980379332897318
"5327" "bias" "recall" "Kallisto_recall" 0.889797253106606
"5328" "bias" "recall" "RSEM_recall" 0.866748541602702
"5329" "bias" "recall" "Salmon_align_recall" 0.881793061099171
"5330" "bias" "recall" "Salmon_quasi_recall" 0.892846177463924
"5331" "bias" "recall" "Salmon_SMEM_recall" 0.851089960085969
"5332" "bias" "recall" "Sailfish_recall" 0.893460239484188
"5333" "bias" "recall" "eXpress_recall" 0.982499232422475
"5334" "bias" "recall" "Kallisto_recall" 0.892846177463924
"5335" "bias" "recall" "RSEM_recall" 0.86474435196195
"5336" "bias" "recall" "Salmon_align_recall" 0.893281807372176
"5337" "bias" "recall" "Salmon_quasi_recall" 0.895659928656361
"5338" "bias" "recall" "Salmon_SMEM_recall" 0.86563614744352
"5339" "bias" "recall" "Sailfish_recall" 0.895362663495838
"5340" "bias" "recall" "eXpress_recall" 0.985136741973841
"5341" "bias" "recall" "Kallisto_recall" 0.893876337693222
"5342" "bias" "recall" "RSEM_recall" 0.871810449574727
"5343" "bias" "recall" "Salmon_align_recall" 0.890340218712029
"5344" "bias" "recall" "Salmon_quasi_recall" 0.903402187120292
"5345" "bias" "recall" "Salmon_SMEM_recall" 0.869684082624544
"5346" "bias" "recall" "Sailfish_recall" 0.901579586877278
"5347" "bias" "recall" "eXpress_recall" 0.983292831105711
"5348" "bias" "recall" "Kallisto_recall" 0.901579586877278
"5349" "bias" "recall" "RSEM_recall" 0.883503913305238
"5350" "bias" "recall" "Salmon_align_recall" 0.895243829018664
"5351" "bias" "recall" "Salmon_quasi_recall" 0.905779650812763
"5352" "bias" "recall" "Salmon_SMEM_recall" 0.880192655027092
"5353" "bias" "recall" "Sailfish_recall" 0.906682721252258
"5354" "bias" "recall" "eXpress_recall" 0.980734497290789
"5355" "bias" "recall" "Kallisto_recall" 0.903973509933775
"5356" "bias" "recall" "RSEM_recall" 0.87130075705437
"5357" "bias" "recall" "Salmon_align_recall" 0.881968341362698
"5358" "bias" "recall" "Salmon_quasi_recall" 0.893324156916724
"5359" "bias" "recall" "Salmon_SMEM_recall" 0.868203716448727
"5360" "bias" "recall" "Sailfish_recall" 0.891259463179628
"5361" "bias" "recall" "eXpress_recall" 0.982450103234687
"5362" "bias" "recall" "Kallisto_recall" 0.891947694425327
"5363" "bias" "recall" "RSEM_recall" 0.866981968666864
"5364" "bias" "recall" "Salmon_align_recall" 0.883830919302394
"5365" "bias" "recall" "Salmon_quasi_recall" 0.892698788057937
"5366" "bias" "recall" "Salmon_SMEM_recall" 0.85427135678392
"5367" "bias" "recall" "Sailfish_recall" 0.891516405557198
"5368" "bias" "recall" "eXpress_recall" 0.984333431865208
"5369" "bias" "recall" "Kallisto_recall" 0.891812001182382
"5370" "bias" "recall" "RSEM_recall" 0.874385749385749
"5371" "bias" "recall" "Salmon_align_recall" 0.890970515970516
"5372" "bias" "recall" "Salmon_quasi_recall" 0.898341523341523
"5373" "bias" "recall" "Salmon_SMEM_recall" 0.871314496314496
"5374" "bias" "recall" "Sailfish_recall" 0.898034398034398
"5375" "bias" "recall" "eXpress_recall" 0.980651105651106
"5376" "bias" "recall" "Kallisto_recall" 0.898034398034398
"5377" "bias" "recall" "RSEM_recall" 0.867676478993998
"5378" "bias" "recall" "Salmon_align_recall" 0.882823663903973
"5379" "bias" "recall" "Salmon_quasi_recall" 0.89282652186339
"5380" "bias" "recall" "Salmon_SMEM_recall" 0.859388396684767
"5381" "bias" "recall" "Sailfish_recall" 0.89282652186339
"5382" "bias" "recall" "eXpress_recall" 0.98313803943984
"5383" "bias" "recall" "Kallisto_recall" 0.89282652186339
"5384" "bias" "recall" "RSEM_recall" 0.880878712871287
"5385" "bias" "recall" "Salmon_align_recall" 0.895420792079208
"5386" "bias" "recall" "Salmon_quasi_recall" 0.902227722772277
"5387" "bias" "recall" "Salmon_SMEM_recall" 0.864170792079208
"5388" "bias" "recall" "Sailfish_recall" 0.901608910891089
"5389" "bias" "recall" "eXpress_recall" 0.983601485148515
"5390" "bias" "recall" "Kallisto_recall" 0.901299504950495
"5391" "bias" "recall" "RSEM_recall" 0.861236316806182
"5392" "bias" "recall" "Salmon_align_recall" 0.885705086928525
"5393" "bias" "recall" "Salmon_quasi_recall" 0.891822279459111
"5394" "bias" "recall" "Salmon_SMEM_recall" 0.86316806181584
"5395" "bias" "recall" "Sailfish_recall" 0.890534449452672
"5396" "bias" "recall" "eXpress_recall" 0.982292337411462
"5397" "bias" "recall" "Kallisto_recall" 0.890212491951062
"5398" "bias" "recall" "RSEM_recall" 0.870716510903427
"5399" "bias" "recall" "Salmon_align_recall" 0.881619937694704
"5400" "bias" "recall" "Salmon_quasi_recall" 0.890654205607477
"5401" "bias" "recall" "Salmon_SMEM_recall" 0.852647975077882
"5402" "bias" "recall" "Sailfish_recall" 0.889096573208723
"5403" "bias" "recall" "eXpress_recall" 0.983489096573209
"5404" "bias" "recall" "Kallisto_recall" 0.889096573208723
"5405" "bias" "recall" "RSEM_recall" 0.875191189966351
"5406" "bias" "recall" "Salmon_align_recall" 0.88834505965127
"5407" "bias" "recall" "Salmon_quasi_recall" 0.899969409605384
"5408" "bias" "recall" "Salmon_SMEM_recall" 0.861731416335271
"5409" "bias" "recall" "Sailfish_recall" 0.89874579382074
"5410" "bias" "recall" "eXpress_recall" 0.98317528296115
"5411" "bias" "recall" "Kallisto_recall" 0.899357601713062
"5412" "bias" "recall" "RSEM_recall" 0.873942470389171
"5413" "bias" "recall" "Salmon_align_recall" 0.895939086294416
"5414" "bias" "recall" "Salmon_quasi_recall" 0.904399323181049
"5415" "bias" "recall" "Salmon_SMEM_recall" 0.865200225606317
"5416" "bias" "recall" "Sailfish_recall" 0.902989283699944
"5417" "bias" "recall" "eXpress_recall" 0.983925549915398
"5418" "bias" "recall" "Kallisto_recall" 0.902425267907501
"5419" "bias" "recall" "RSEM_recall" 0.86595678045725
"5420" "bias" "recall" "Salmon_align_recall" 0.88161603507673
"5421" "bias" "recall" "Salmon_quasi_recall" 0.890385217663639
"5422" "bias" "recall" "Salmon_SMEM_recall" 0.859693078609458
"5423" "bias" "recall" "Sailfish_recall" 0.889132477294081
"5424" "bias" "recall" "eXpress_recall" 0.979329783902286
"5425" "bias" "recall" "Kallisto_recall" 0.888819292201691
"5426" "bias" "recall" "RSEM_recall" 0.859665720592873
"5427" "bias" "recall" "Salmon_align_recall" 0.881110059918007
"5428" "bias" "recall" "Salmon_quasi_recall" 0.881425417849259
"5429" "bias" "recall" "Salmon_SMEM_recall" 0.845789971617786
"5430" "bias" "recall" "Sailfish_recall" 0.885840428886786
"5431" "bias" "recall" "eXpress_recall" 0.980447808262378
"5432" "bias" "recall" "Kallisto_recall" 0.886155786818039
"5433" "bias" "recall" "RSEM_recall" 0.880035283740076
"5434" "bias" "recall" "Salmon_align_recall" 0.892384592766833
"5435" "bias" "recall" "Salmon_quasi_recall" 0.900323434284034
"5436" "bias" "recall" "Salmon_SMEM_recall" 0.872096442222876
"5437" "bias" "recall" "Sailfish_recall" 0.897971184945604
"5438" "bias" "recall" "eXpress_recall" 0.983828285798295
"5439" "bias" "recall" "Kallisto_recall" 0.898559247280212
"5440" "bias" "recall" "RSEM_recall" 0.871715610510046
"5441" "bias" "recall" "Salmon_align_recall" 0.893044822256569
"5442" "bias" "recall" "Salmon_quasi_recall" 0.895208655332303
"5443" "bias" "recall" "Salmon_SMEM_recall" 0.862442040185471
"5444" "bias" "recall" "Sailfish_recall" 0.893353941267388
"5445" "bias" "recall" "eXpress_recall" 0.982998454404946
"5446" "bias" "recall" "Kallisto_recall" 0.894899536321484
"5447" "bias" "recall" "RSEM_recall" 0.877315517764956
"5448" "bias" "recall" "Salmon_align_recall" 0.887033100516247
"5449" "bias" "recall" "Salmon_quasi_recall" 0.898572730033404
"5450" "bias" "recall" "Salmon_SMEM_recall" 0.870331005162466
"5451" "bias" "recall" "Sailfish_recall" 0.897965381111449
"5452" "bias" "recall" "eXpress_recall" 0.983297904646219
"5453" "bias" "recall" "Kallisto_recall" 0.897661706650471
"5454" "bias" "recall" "RSEM_recall" 0.456419868791003
"5455" "bias" "recall" "Salmon_align_recall" 0.466729147141518
"5456" "bias" "recall" "Salmon_quasi_recall" 0.472664792252421
"5457" "bias" "recall" "Salmon_SMEM_recall" 0.452358637925648
"5458" "bias" "recall" "Sailfish_recall" 0.472039987503905
"5459" "bias" "recall" "eXpress_recall" 0.530771633864417
"5460" "bias" "recall" "Kallisto_recall" 0.472977194626679
"5461" "bias" "F1" "RSEM_F1" 0.812490193001726
"5462" "bias" "F1" "Salmon_align_F1" 0.787531998193043
"5463" "bias" "F1" "Salmon_quasi_F1" 0.796625489605303
"5464" "bias" "F1" "Salmon_SMEM_F1" 0.783470051075685
"5465" "bias" "F1" "Sailfish_F1" 0.79107383555489
"5466" "bias" "F1" "eXpress_F1" 0.480870712401056
"5467" "bias" "F1" "Kallisto_F1" 0.793808235647731
"5468" "bias" "F1" "RSEM_F1" 0.812428078250863
"5469" "bias" "F1" "Salmon_align_F1" 0.779277436946149
"5470" "bias" "F1" "Salmon_quasi_F1" 0.792748248866914
"5471" "bias" "F1" "Salmon_SMEM_F1" 0.788944011339476
"5472" "bias" "F1" "Sailfish_F1" 0.782467091871353
"5473" "bias" "F1" "eXpress_F1" 0.485642851731192
"5474" "bias" "F1" "Kallisto_F1" 0.788135593220339
"5475" "bias" "F1" "RSEM_F1" 0.81755747984473
"5476" "bias" "F1" "Salmon_align_F1" 0.790008467400508
"5477" "bias" "F1" "Salmon_quasi_F1" 0.793516560958421
"5478" "bias" "F1" "Salmon_SMEM_F1" 0.786180868050515
"5479" "bias" "F1" "Sailfish_F1" 0.7886258579633
"5480" "bias" "F1" "eXpress_F1" 0.487094220110847
"5481" "bias" "F1" "Kallisto_F1" 0.793181177796562
"5482" "bias" "F1" "RSEM_F1" 0.805830583058306
"5483" "bias" "F1" "Salmon_align_F1" 0.792323869610936
"5484" "bias" "F1" "Salmon_quasi_F1" 0.799161535438229
"5485" "bias" "F1" "Salmon_SMEM_F1" 0.797029034436192
"5486" "bias" "F1" "Sailfish_F1" 0.787792207792208
"5487" "bias" "F1" "eXpress_F1" 0.499328658809488
"5488" "bias" "F1" "Kallisto_F1" 0.791693874885726
"5489" "bias" "F1" "RSEM_F1" 0.820339935384183
"5490" "bias" "F1" "Salmon_align_F1" 0.798065296251511
"5491" "bias" "F1" "Salmon_quasi_F1" 0.797004546670233
"5492" "bias" "F1" "Salmon_SMEM_F1" 0.794020844761382
"5493" "bias" "F1" "Sailfish_F1" 0.792110874200426
"5494" "bias" "F1" "eXpress_F1" 0.492319277108434
"5495" "bias" "F1" "Kallisto_F1" 0.794751640112465
"5496" "bias" "F1" "RSEM_F1" 0.813150354396019
"5497" "bias" "F1" "Salmon_align_F1" 0.793888728740271
"5498" "bias" "F1" "Salmon_quasi_F1" 0.796264367816092
"5499" "bias" "F1" "Salmon_SMEM_F1" 0.792217436506758
"5500" "bias" "F1" "Sailfish_F1" 0.791535601944524
"5501" "bias" "F1" "eXpress_F1" 0.493112723123319
"5502" "bias" "F1" "Kallisto_F1" 0.795689655172414
"5503" "bias" "F1" "RSEM_F1" 0.823709603308317
"5504" "bias" "F1" "Salmon_align_F1" 0.797608632254302
"5505" "bias" "F1" "Salmon_quasi_F1" 0.805792903692976
"5506" "bias" "F1" "Salmon_SMEM_F1" 0.798441480593436
"5507" "bias" "F1" "Sailfish_F1" 0.799194476409666
"5508" "bias" "F1" "eXpress_F1" 0.489729641958269
"5509" "bias" "F1" "Kallisto_F1" 0.804863925883034
"5510" "bias" "F1" "RSEM_F1" 0.815856777493606
"5511" "bias" "F1" "Salmon_align_F1" 0.790018259281802
"5512" "bias" "F1" "Salmon_quasi_F1" 0.794202023252303
"5513" "bias" "F1" "Salmon_SMEM_F1" 0.781821021396221
"5514" "bias" "F1" "Sailfish_F1" 0.788643533123028
"5515" "bias" "F1" "eXpress_F1" 0.487966663831958
"5516" "bias" "F1" "Kallisto_F1" 0.793823796548592
"5517" "bias" "F1" "RSEM_F1" 0.81971059835745
"5518" "bias" "F1" "Salmon_align_F1" 0.79173330052897
"5519" "bias" "F1" "Salmon_quasi_F1" 0.797347089167281
"5520" "bias" "F1" "Salmon_SMEM_F1" 0.788444556578781
"5521" "bias" "F1" "Sailfish_F1" 0.789152211092108
"5522" "bias" "F1" "eXpress_F1" 0.494088190290722
"5523" "bias" "F1" "Kallisto_F1" 0.793234465007967
"5524" "bias" "F1" "RSEM_F1" 0.820408754892013
"5525" "bias" "F1" "Salmon_align_F1" 0.78773714599945
"5526" "bias" "F1" "Salmon_quasi_F1" 0.804194839243825
"5527" "bias" "F1" "Salmon_SMEM_F1" 0.79862700228833
"5528" "bias" "F1" "Sailfish_F1" 0.798957761930883
"5529" "bias" "F1" "eXpress_F1" 0.487397533134145
"5530" "bias" "F1" "Kallisto_F1" 0.802258331038281
"5531" "bias" "F1" "RSEM_F1" 0.806848582129481
"5532" "bias" "F1" "Salmon_align_F1" 0.783790715568094
"5533" "bias" "F1" "Salmon_quasi_F1" 0.791602662570404
"5534" "bias" "F1" "Salmon_SMEM_F1" 0.780904786954235
"5535" "bias" "F1" "Sailfish_F1" 0.787461773700306
"5536" "bias" "F1" "eXpress_F1" 0.494566004926822
"5537" "bias" "F1" "Kallisto_F1" 0.789668840301752
"5538" "bias" "F1" "RSEM_F1" 0.725649859066708
"5539" "bias" "F1" "Salmon_align_F1" 0.708383233532934
"5540" "bias" "F1" "Salmon_quasi_F1" 0.723288499319934
"5541" "bias" "F1" "Salmon_SMEM_F1" 0.719542362399505
"5542" "bias" "F1" "Sailfish_F1" 0.720747889022919
"5543" "bias" "F1" "eXpress_F1" 0.435403166270199
"5544" "bias" "F1" "Kallisto_F1" 0.723725994253743
"5545" "bias" "F1" "RSEM_F1" 0.819527928456238
"5546" "bias" "F1" "Salmon_align_F1" 0.788097886540601
"5547" "bias" "F1" "Salmon_quasi_F1" 0.7956570155902
"5548" "bias" "F1" "Salmon_SMEM_F1" 0.792485300444572
"5549" "bias" "F1" "Sailfish_F1" 0.790311418685121
"5550" "bias" "F1" "eXpress_F1" 0.488176726820162
"5551" "bias" "F1" "Kallisto_F1" 0.796205886455573
"5552" "bias" "F1" "RSEM_F1" 0.810759792354884
"5553" "bias" "F1" "Salmon_align_F1" 0.789624491026995
"5554" "bias" "F1" "Salmon_quasi_F1" 0.796154423914676
"5555" "bias" "F1" "Salmon_SMEM_F1" 0.784344059405941
"5556" "bias" "F1" "Sailfish_F1" 0.788627567728491
"5557" "bias" "F1" "eXpress_F1" 0.493999160721779
"5558" "bias" "F1" "Kallisto_F1" 0.792763157894737
"5559" "bias" "F1" "RSEM_F1" 0.71964461994077
"5560" "bias" "F1" "Salmon_align_F1" 0.702057483901366
"5561" "bias" "F1" "Salmon_quasi_F1" 0.718323277230867
"5562" "bias" "F1" "Salmon_SMEM_F1" 0.707833798653309
"5563" "bias" "F1" "Sailfish_F1" 0.71512458339946
"5564" "bias" "F1" "eXpress_F1" 0.440633012112103
"5565" "bias" "F1" "Kallisto_F1" 0.717401687629358
"5566" "bias" "F1" "RSEM_F1" 0.821544835750222
"5567" "bias" "F1" "Salmon_align_F1" 0.792527596943108
"5568" "bias" "F1" "Salmon_quasi_F1" 0.810054270208512
"5569" "bias" "F1" "Salmon_SMEM_F1" 0.797251863762608
"5570" "bias" "F1" "Sailfish_F1" 0.800339606622329
"5571" "bias" "F1" "eXpress_F1" 0.488735379543135
"5572" "bias" "F1" "Kallisto_F1" 0.804836415362731
"5573" "bias" "F1" "RSEM_F1" 0.820474332032423
"5574" "bias" "F1" "Salmon_align_F1" 0.778166550034989
"5575" "bias" "F1" "Salmon_quasi_F1" 0.79275710850191
"5576" "bias" "F1" "Salmon_SMEM_F1" 0.788028475955252
"5577" "bias" "F1" "Sailfish_F1" 0.787189211967973
"5578" "bias" "F1" "eXpress_F1" 0.488793514544588
"5579" "bias" "F1" "Kallisto_F1" 0.791914051456036
"5580" "bias" "F1" "RSEM_F1" 0.809762711864407
"5581" "bias" "F1" "Salmon_align_F1" 0.782563704566033
"5582" "bias" "F1" "Salmon_quasi_F1" 0.790643577151719
"5583" "bias" "F1" "Salmon_SMEM_F1" 0.78190501459273
"5584" "bias" "F1" "Sailfish_F1" 0.78327776352911
"5585" "bias" "F1" "eXpress_F1" 0.487383990719257
"5586" "bias" "F1" "Kallisto_F1" 0.788855926738037
"5587" "bias" "F1" "RSEM_F1" 0.819934737466627
"5588" "bias" "F1" "Salmon_align_F1" 0.794995735001422
"5589" "bias" "F1" "Salmon_quasi_F1" 0.806836133850352
"5590" "bias" "F1" "Salmon_SMEM_F1" 0.798586572438162
"5591" "bias" "F1" "Sailfish_F1" 0.800740635237146
"5592" "bias" "F1" "eXpress_F1" 0.493909720563649
"5593" "bias" "F1" "Kallisto_F1" 0.80486409155937
"5594" "bias" "F1" "RSEM_F1" 0.807818561623396
"5595" "bias" "F1" "Salmon_align_F1" 0.789518900343643
"5596" "bias" "F1" "Salmon_quasi_F1" 0.798390573358241
"5597" "bias" "F1" "Salmon_SMEM_F1" 0.788184651922221
"5598" "bias" "F1" "Sailfish_F1" 0.789189189189189
"5599" "bias" "F1" "eXpress_F1" 0.491468665284644
"5600" "bias" "F1" "Kallisto_F1" 0.794105022177708
"5601" "bias" "F1" "RSEM_F1" 0.81717574147853
"5602" "bias" "F1" "Salmon_align_F1" 0.787946741415557
"5603" "bias" "F1" "Salmon_quasi_F1" 0.802814919071077
"5604" "bias" "F1" "Salmon_SMEM_F1" 0.79227331699582
"5605" "bias" "F1" "Sailfish_F1" 0.79564184942031
"5606" "bias" "F1" "eXpress_F1" 0.492559640973152
"5607" "bias" "F1" "Kallisto_F1" 0.800337220739075
"5608" "bias" "F1" "RSEM_F1" 0.612550164173659
"5609" "bias" "F1" "Salmon_align_F1" 0.60145570743831
"5610" "bias" "F1" "Salmon_quasi_F1" 0.613295210864903
"5611" "bias" "F1" "Salmon_SMEM_F1" 0.600218261185886
"5612" "bias" "F1" "Sailfish_F1" 0.611735330836454
"5613" "bias" "F1" "eXpress_F1" 0.402670561235135
"5614" "bias" "F1" "Kallisto_F1" 0.613295210864903
"5615" "bias" "F1" "RSEM_F1" 0.811362743814635
"5616" "bias" "F1" "Salmon_align_F1" 0.782554517133956
"5617" "bias" "F1" "Salmon_quasi_F1" 0.798137427636547
"5618" "bias" "F1" "Salmon_SMEM_F1" 0.796214674617578
"5619" "bias" "F1" "Sailfish_F1" 0.793686583990981
"5620" "bias" "F1" "eXpress_F1" 0.489968321013728
"5621" "bias" "F1" "Kallisto_F1" 0.798087809787395
"5622" "bias" "F1" "RSEM_F1" 0.818642635877218
"5623" "bias" "F1" "Salmon_align_F1" 0.790492722659901
"5624" "bias" "F1" "Salmon_quasi_F1" 0.803545051698671
"5625" "bias" "F1" "Salmon_SMEM_F1" 0.795247305885604
"5626" "bias" "F1" "Sailfish_F1" 0.798290141597649
