"Simulation" "Statistic" "Tool" "Value" "ID"
"359" "RSEMsim" "nrmse" "Salmon_align_nmrse" 27.4 "all"
"360" "RSEMsim" "nrmse" "Salmon_quasi_nmrse" 17.8 "all"
"361" "RSEMsim" "nrmse" "Salmon_SMEM_nmrse" 17.4 "all"
"362" "RSEMsim" "nrmse" "Sailfish_nmrse" 20.5 "all"
"363" "RSEMsim" "nrmse" "eXpress_nmrse" 33.2 "all"
"364" "RSEMsim" "nrmse" "Kallisto_nmrse" 17.6 "all"
"365" "RSEMsim" "nrmse" "RSEM_nmrse" 19.9 "all"
"366" "RSEMsim" "nrmse" "Salmon_align_nmrse" 26.6 "all"
"367" "RSEMsim" "nrmse" "Salmon_quasi_nmrse" 18.7 "all"
"368" "RSEMsim" "nrmse" "Salmon_SMEM_nmrse" 18.6 "all"
"369" "RSEMsim" "nrmse" "Sailfish_nmrse" 19.9 "all"
"370" "RSEMsim" "nrmse" "eXpress_nmrse" 42.8 "all"
"371" "RSEMsim" "nrmse" "Kallisto_nmrse" 18.4 "all"
"372" "RSEMsim" "nrmse" "RSEM_nmrse" 18.6 "all"
"373" "RSEMsim" "nrmse" "Salmon_align_nmrse" 27.9 "all"
"374" "RSEMsim" "nrmse" "Salmon_quasi_nmrse" 15.9 "all"
"375" "RSEMsim" "nrmse" "Salmon_SMEM_nmrse" 15.4 "all"
"376" "RSEMsim" "nrmse" "Sailfish_nmrse" 17.5 "all"
"377" "RSEMsim" "nrmse" "eXpress_nmrse" 41.1 "all"
"378" "RSEMsim" "nrmse" "Kallisto_nmrse" 15.8 "all"
"379" "RSEMsim" "nrmse" "RSEM_nmrse" 18.2 "all"
"380" "RSEMsim" "nrmse" "Salmon_align_nmrse" 26.5 "all"
"381" "RSEMsim" "nrmse" "Salmon_quasi_nmrse" 16.9 "all"
"382" "RSEMsim" "nrmse" "Salmon_SMEM_nmrse" 16.8 "all"
"383" "RSEMsim" "nrmse" "Sailfish_nmrse" 18.2 "all"
"384" "RSEMsim" "nrmse" "eXpress_nmrse" 47.4 "all"
"385" "RSEMsim" "nrmse" "Kallisto_nmrse" 17.1 "all"
"386" "RSEMsim" "nrmse" "RSEM_nmrse" 19.2 "all"
"387" "RSEMsim" "nrmse" "Salmon_align_nmrse" 27.4 "all"
"388" "RSEMsim" "nrmse" "Salmon_quasi_nmrse" 15.6 "all"
"389" "RSEMsim" "nrmse" "Salmon_SMEM_nmrse" 15.4 "all"
"390" "RSEMsim" "nrmse" "Sailfish_nmrse" 17.6 "all"
"391" "RSEMsim" "nrmse" "eXpress_nmrse" 40.4 "all"
"392" "RSEMsim" "nrmse" "Kallisto_nmrse" 15.6 "all"
"393" "RSEMsim" "nrmse" "RSEM_nmrse" 18.5 "all"
"394" "RSEMsim" "nrmse" "Salmon_align_nmrse" 28 "all"
"395" "RSEMsim" "nrmse" "Salmon_quasi_nmrse" 16.2 "all"
"396" "RSEMsim" "nrmse" "Salmon_SMEM_nmrse" 16.2 "all"
"397" "RSEMsim" "nrmse" "Sailfish_nmrse" 17.9 "all"
"398" "RSEMsim" "nrmse" "eXpress_nmrse" 44 "all"
"399" "RSEMsim" "nrmse" "Kallisto_nmrse" 16.6 "all"
"400" "RSEMsim" "nrmse" "RSEM_nmrse" 19.7 "all"
"401" "RSEMsim" "nrmse" "Salmon_align_nmrse" 28.4 "all"
"402" "RSEMsim" "nrmse" "Salmon_quasi_nmrse" 18.4 "all"
"403" "RSEMsim" "nrmse" "Salmon_SMEM_nmrse" 18 "all"
"404" "RSEMsim" "nrmse" "Sailfish_nmrse" 20 "all"
"405" "RSEMsim" "nrmse" "eXpress_nmrse" 49.4 "all"
"406" "RSEMsim" "nrmse" "Kallisto_nmrse" 18.5 "all"
"407" "RSEMsim" "nrmse" "RSEM_nmrse" 21.8 "all"
"408" "RSEMsim" "nrmse" "Salmon_align_nmrse" 30.8 "all"
"409" "RSEMsim" "nrmse" "Salmon_quasi_nmrse" 18.5 "all"
"410" "RSEMsim" "nrmse" "Salmon_SMEM_nmrse" 18.3 "all"
"411" "RSEMsim" "nrmse" "Sailfish_nmrse" 19.3 "all"
"412" "RSEMsim" "nrmse" "eXpress_nmrse" 51.8 "all"
"413" "RSEMsim" "nrmse" "Kallisto_nmrse" 18.5 "all"
"414" "RSEMsim" "nrmse" "RSEM_nmrse" 21.2 "all"
"415" "RSEMsim" "nrmse" "Salmon_align_nmrse" 29.1 "all"
"416" "RSEMsim" "nrmse" "Salmon_quasi_nmrse" 17.2 "all"
"417" "RSEMsim" "nrmse" "Salmon_SMEM_nmrse" 17.1 "all"
"418" "RSEMsim" "nrmse" "Sailfish_nmrse" 19.2 "all"
"419" "RSEMsim" "nrmse" "eXpress_nmrse" 48.8 "all"
"420" "RSEMsim" "nrmse" "Kallisto_nmrse" 17.3 "all"
"421" "RSEMsim" "nrmse" "RSEM_nmrse" 19.4 "all"
"422" "RSEMsim" "nrmse" "Salmon_align_nmrse" 27.3 "all"
"423" "RSEMsim" "nrmse" "Salmon_quasi_nmrse" 16.6 "all"
"424" "RSEMsim" "nrmse" "Salmon_SMEM_nmrse" 16.4 "all"
"425" "RSEMsim" "nrmse" "Sailfish_nmrse" 18.3 "all"
"426" "RSEMsim" "nrmse" "eXpress_nmrse" 40 "all"
"427" "RSEMsim" "nrmse" "Kallisto_nmrse" 16.6 "all"
"428" "RSEMsim" "nrmse" "RSEM_nmrse" 16.9 "all"
"429" "RSEMsim" "nrmse" "Salmon_align_nmrse" 25.8 "all"
"430" "RSEMsim" "nrmse" "Salmon_quasi_nmrse" 14.7 "all"
"431" "RSEMsim" "nrmse" "Salmon_SMEM_nmrse" 14.5 "all"
"432" "RSEMsim" "nrmse" "Sailfish_nmrse" 15.2 "all"
"433" "RSEMsim" "nrmse" "eXpress_nmrse" 43 "all"
"434" "RSEMsim" "nrmse" "Kallisto_nmrse" 14.5 "all"
"435" "RSEMsim" "nrmse" "RSEM_nmrse" 22.1 "all"
"436" "RSEMsim" "nrmse" "Salmon_align_nmrse" 28.6 "all"
"437" "RSEMsim" "nrmse" "Salmon_quasi_nmrse" 20.7 "all"
"438" "RSEMsim" "nrmse" "Salmon_SMEM_nmrse" 20.2 "all"
"439" "RSEMsim" "nrmse" "Sailfish_nmrse" 22 "all"
"440" "RSEMsim" "nrmse" "eXpress_nmrse" 35.7 "all"
"441" "RSEMsim" "nrmse" "Kallisto_nmrse" 20.5 "all"
"442" "RSEMsim" "nrmse" "RSEM_nmrse" 17 "all"
"443" "RSEMsim" "nrmse" "Salmon_align_nmrse" 26.5 "all"
"444" "RSEMsim" "nrmse" "Salmon_quasi_nmrse" 13.1 "all"
"445" "RSEMsim" "nrmse" "Salmon_SMEM_nmrse" 13 "all"
"446" "RSEMsim" "nrmse" "Sailfish_nmrse" 15.3 "all"
"447" "RSEMsim" "nrmse" "eXpress_nmrse" 49.7 "all"
"448" "RSEMsim" "nrmse" "Kallisto_nmrse" 13.3 "all"
"449" "RSEMsim" "nrmse" "RSEM_nmrse" 18.1 "all"
"450" "RSEMsim" "nrmse" "Salmon_align_nmrse" 28.1 "all"
"451" "RSEMsim" "nrmse" "Salmon_quasi_nmrse" 16.5 "all"
"452" "RSEMsim" "nrmse" "Salmon_SMEM_nmrse" 16.3 "all"
"453" "RSEMsim" "nrmse" "Sailfish_nmrse" 16.3 "all"
"454" "RSEMsim" "nrmse" "eXpress_nmrse" 40.8 "all"
"455" "RSEMsim" "nrmse" "Kallisto_nmrse" 16.5 "all"
"456" "RSEMsim" "nrmse" "RSEM_nmrse" 17.4 "all"
"457" "RSEMsim" "nrmse" "Salmon_align_nmrse" 25.2 "all"
"458" "RSEMsim" "nrmse" "Salmon_quasi_nmrse" 15.9 "all"
"459" "RSEMsim" "nrmse" "Salmon_SMEM_nmrse" 15.8 "all"
"460" "RSEMsim" "nrmse" "Sailfish_nmrse" 16.8 "all"
"461" "RSEMsim" "nrmse" "eXpress_nmrse" 42.9 "all"
"462" "RSEMsim" "nrmse" "Kallisto_nmrse" 15.9 "all"
"463" "RSEMsim" "nrmse" "RSEM_nmrse" 18.8 "all"
"464" "RSEMsim" "nrmse" "Salmon_align_nmrse" 28.2 "all"
"465" "RSEMsim" "nrmse" "Salmon_quasi_nmrse" 18.7 "all"
"466" "RSEMsim" "nrmse" "Salmon_SMEM_nmrse" 18.5 "all"
"467" "RSEMsim" "nrmse" "Sailfish_nmrse" 18.3 "all"
"468" "RSEMsim" "nrmse" "eXpress_nmrse" 37.3 "all"
"469" "RSEMsim" "nrmse" "Kallisto_nmrse" 18.6 "all"
"470" "RSEMsim" "nrmse" "RSEM_nmrse" 18.7 "all"
"471" "RSEMsim" "nrmse" "Salmon_align_nmrse" 27.7 "all"
"472" "RSEMsim" "nrmse" "Salmon_quasi_nmrse" 16 "all"
"473" "RSEMsim" "nrmse" "Salmon_SMEM_nmrse" 16 "all"
"474" "RSEMsim" "nrmse" "Sailfish_nmrse" 16.5 "all"
"475" "RSEMsim" "nrmse" "eXpress_nmrse" 39.2 "all"
"476" "RSEMsim" "nrmse" "Kallisto_nmrse" 15.9 "all"
"477" "RSEMsim" "nrmse" "RSEM_nmrse" 17.8 "all"
"478" "RSEMsim" "nrmse" "Salmon_align_nmrse" 25.7 "all"
"479" "RSEMsim" "nrmse" "Salmon_quasi_nmrse" 17.3 "all"
"480" "RSEMsim" "nrmse" "Salmon_SMEM_nmrse" 17.4 "all"
"481" "RSEMsim" "nrmse" "Sailfish_nmrse" 19 "all"
"482" "RSEMsim" "nrmse" "eXpress_nmrse" 47.9 "all"
"483" "RSEMsim" "nrmse" "Kallisto_nmrse" 17.2 "all"
"484" "RSEMsim" "nrmse" "RSEM_nmrse" 20 "all"
"485" "RSEMsim" "nrmse" "Salmon_align_nmrse" 27.9 "all"
"486" "RSEMsim" "nrmse" "Salmon_quasi_nmrse" 17.4 "all"
"487" "RSEMsim" "nrmse" "Salmon_SMEM_nmrse" 17.2 "all"
"488" "RSEMsim" "nrmse" "Sailfish_nmrse" 18.9 "all"
"489" "RSEMsim" "nrmse" "eXpress_nmrse" 46.4 "all"
"490" "RSEMsim" "nrmse" "Kallisto_nmrse" 17.5 "all"
"491" "RSEMsim" "nrmse" "RSEM_nmrse" 17.5 "all"
"492" "RSEMsim" "nrmse" "Salmon_align_nmrse" 24.2 "all"
"493" "RSEMsim" "nrmse" "Salmon_quasi_nmrse" 14.6 "all"
"494" "RSEMsim" "nrmse" "Salmon_SMEM_nmrse" 14.3 "all"
"495" "RSEMsim" "nrmse" "Sailfish_nmrse" 16.5 "all"
"496" "RSEMsim" "nrmse" "eXpress_nmrse" 37.2 "all"
"497" "RSEMsim" "nrmse" "Kallisto_nmrse" 14.6 "all"
"498" "RSEMsim" "nrmse" "RSEM_nmrse" 19.3 "all"
"499" "RSEMsim" "nrmse" "Salmon_align_nmrse" 30.3 "all"
"500" "RSEMsim" "nrmse" "Salmon_quasi_nmrse" 17.2 "all"
"501" "RSEMsim" "nrmse" "Salmon_SMEM_nmrse" 16.8 "all"
"502" "RSEMsim" "nrmse" "Sailfish_nmrse" 18.3 "all"
"503" "RSEMsim" "nrmse" "eXpress_nmrse" 42.7 "all"
"504" "RSEMsim" "nrmse" "Kallisto_nmrse" 17.1 "all"
"505" "RSEMsim" "nrmse" "RSEM_nmrse" 20.8 "all"
"506" "RSEMsim" "nrmse" "Salmon_align_nmrse" 28.9 "all"
"507" "RSEMsim" "nrmse" "Salmon_quasi_nmrse" 17.9 "all"
"508" "RSEMsim" "nrmse" "Salmon_SMEM_nmrse" 17.3 "all"
"509" "RSEMsim" "nrmse" "Sailfish_nmrse" 20.1 "all"
"510" "RSEMsim" "nrmse" "eXpress_nmrse" 47.6 "all"
"511" "RSEMsim" "nrmse" "Kallisto_nmrse" 17.9 "all"
"512" "RSEMsim" "nrmse" "RSEM_nmrse" 19.5 "all"
"513" "RSEMsim" "nrmse" "Salmon_align_nmrse" 28 "all"
"514" "RSEMsim" "nrmse" "Salmon_quasi_nmrse" 17.2 "all"
"515" "RSEMsim" "nrmse" "Salmon_SMEM_nmrse" 16.9 "all"
"516" "RSEMsim" "nrmse" "Sailfish_nmrse" 18.1 "all"
"517" "RSEMsim" "nrmse" "eXpress_nmrse" 49.1 "all"
"518" "RSEMsim" "nrmse" "Kallisto_nmrse" 17.4 "all"
"519" "RSEMsim" "nrmse" "RSEM_nmrse" 19.5 "all"
"520" "RSEMsim" "nrmse" "Salmon_align_nmrse" 28.9 "all"
"521" "RSEMsim" "nrmse" "Salmon_quasi_nmrse" 17.6 "all"
"522" "RSEMsim" "nrmse" "Salmon_SMEM_nmrse" 17.6 "all"
"523" "RSEMsim" "nrmse" "Sailfish_nmrse" 18.1 "all"
"524" "RSEMsim" "nrmse" "eXpress_nmrse" 40 "all"
"525" "RSEMsim" "nrmse" "Kallisto_nmrse" 17.6 "all"
"526" "RSEMsim" "nrmse" "RSEM_nmrse" 18.6 "all"
"527" "RSEMsim" "nrmse" "Salmon_align_nmrse" 28 "all"
"528" "RSEMsim" "nrmse" "Salmon_quasi_nmrse" 16.8 "all"
"529" "RSEMsim" "nrmse" "Salmon_SMEM_nmrse" 16.1 "all"
"530" "RSEMsim" "nrmse" "Sailfish_nmrse" 17.6 "all"
"531" "RSEMsim" "nrmse" "eXpress_nmrse" 47.1 "all"
"532" "RSEMsim" "nrmse" "Kallisto_nmrse" 16.8 "all"
"533" "RSEMsim" "nrmse" "RSEM_nmrse" 19.5 "all"
"534" "RSEMsim" "nrmse" "Salmon_align_nmrse" 28.4 "all"
"535" "RSEMsim" "nrmse" "Salmon_quasi_nmrse" 17.5 "all"
"536" "RSEMsim" "nrmse" "Salmon_SMEM_nmrse" 17.4 "all"
"537" "RSEMsim" "nrmse" "Sailfish_nmrse" 18.2 "all"
"538" "RSEMsim" "nrmse" "eXpress_nmrse" 39.6 "all"
"539" "RSEMsim" "nrmse" "Kallisto_nmrse" 17.8 "all"
"540" "RSEMsim" "nrmse" "RSEM_nmrse" 19.2 "all"
"541" "RSEMsim" "nrmse" "Salmon_align_nmrse" 27.7 "all"
"542" "RSEMsim" "nrmse" "Salmon_quasi_nmrse" 18.4 "all"
"543" "RSEMsim" "nrmse" "Salmon_SMEM_nmrse" 18 "all"
"544" "RSEMsim" "nrmse" "Sailfish_nmrse" 19 "all"
"545" "RSEMsim" "nrmse" "eXpress_nmrse" 44.7 "all"
"546" "RSEMsim" "nrmse" "Kallisto_nmrse" 18.5 "all"
"547" "RSEMsim" "nrmse" "RSEM_nmrse" 17.6 "all"
"548" "RSEMsim" "nrmse" "Salmon_align_nmrse" 26.9 "all"
"549" "RSEMsim" "nrmse" "Salmon_quasi_nmrse" 14 "all"
"550" "RSEMsim" "nrmse" "Salmon_SMEM_nmrse" 13.9 "all"
"551" "RSEMsim" "nrmse" "Sailfish_nmrse" 15.7 "all"
"552" "RSEMsim" "nrmse" "eXpress_nmrse" 47.7 "all"
"553" "RSEMsim" "nrmse" "Kallisto_nmrse" 13.9 "all"
"554" "RSEMsim" "nrmse" "RSEM_nmrse" 18.5 "all"
"555" "RSEMsim" "nrmse" "Salmon_align_nmrse" 26.5 "all"
"556" "RSEMsim" "nrmse" "Salmon_quasi_nmrse" 15.6 "all"
"557" "RSEMsim" "nrmse" "Salmon_SMEM_nmrse" 15.4 "all"
"558" "RSEMsim" "nrmse" "Sailfish_nmrse" 17.6 "all"
"559" "RSEMsim" "nrmse" "eXpress_nmrse" 47.2 "all"
"560" "RSEMsim" "nrmse" "Kallisto_nmrse" 15.6 "all"
"561" "RSEMsim" "nrmse" "RSEM_nmrse" 19 "all"
"562" "RSEMsim" "nrmse" "Salmon_align_nmrse" 27.6 "all"
"563" "RSEMsim" "nrmse" "Salmon_quasi_nmrse" 17.3 "all"
"564" "RSEMsim" "nrmse" "Salmon_SMEM_nmrse" 17.2 "all"
"565" "RSEMsim" "nrmse" "Sailfish_nmrse" 18.5 "all"
"566" "RSEMsim" "nrmse" "eXpress_nmrse" 39.9 "all"
"567" "RSEMsim" "nrmse" "Kallisto_nmrse" 17.3 "all"
"568" "RSEMsim" "nrmse" "RSEM_nmrse" 17.6 "all"
"569" "RSEMsim" "nrmse" "Salmon_align_nmrse" 27.9 "all"
"570" "RSEMsim" "nrmse" "Salmon_quasi_nmrse" 16.4 "all"
"571" "RSEMsim" "nrmse" "Salmon_SMEM_nmrse" 16 "all"
"572" "RSEMsim" "nrmse" "Sailfish_nmrse" 17.7 "all"
"573" "RSEMsim" "nrmse" "eXpress_nmrse" 39.3 "all"
"574" "RSEMsim" "nrmse" "Kallisto_nmrse" 16 "all"
"575" "RSEMsim" "nrmse" "RSEM_nmrse" 18.1 "all"
"576" "RSEMsim" "nrmse" "Salmon_align_nmrse" 24.6 "all"
"577" "RSEMsim" "nrmse" "Salmon_quasi_nmrse" 16.1 "all"
"578" "RSEMsim" "nrmse" "Salmon_SMEM_nmrse" 15.6 "all"
"579" "RSEMsim" "nrmse" "Sailfish_nmrse" 17.8 "all"
"580" "RSEMsim" "nrmse" "eXpress_nmrse" 32.4 "all"
"581" "RSEMsim" "nrmse" "Kallisto_nmrse" 15.9 "all"
"582" "RSEMsim" "nrmse" "RSEM_nmrse" 19.5 "all"
"583" "RSEMsim" "nrmse" "Salmon_align_nmrse" 26.5 "all"
"584" "RSEMsim" "nrmse" "Salmon_quasi_nmrse" 17.3 "all"
"585" "RSEMsim" "nrmse" "Salmon_SMEM_nmrse" 17 "all"
"586" "RSEMsim" "nrmse" "Sailfish_nmrse" 18.1 "all"
"587" "RSEMsim" "nrmse" "eXpress_nmrse" 42.5 "all"
"588" "RSEMsim" "nrmse" "Kallisto_nmrse" 17.4 "all"
"589" "RSEMsim" "nrmse" "RSEM_nmrse" 20.1 "all"
"590" "RSEMsim" "nrmse" "Salmon_align_nmrse" 29.6 "all"
"591" "RSEMsim" "nrmse" "Salmon_quasi_nmrse" 17.4 "all"
"592" "RSEMsim" "nrmse" "Salmon_SMEM_nmrse" 16.9 "all"
"593" "RSEMsim" "nrmse" "Sailfish_nmrse" 18.5 "all"
"594" "RSEMsim" "nrmse" "eXpress_nmrse" 43.6 "all"
"595" "RSEMsim" "nrmse" "Kallisto_nmrse" 17.5 "all"
"596" "RSEMsim" "nrmse" "RSEM_nmrse" 19.8 "all"
"597" "RSEMsim" "nrmse" "Salmon_align_nmrse" 28.3 "all"
"598" "RSEMsim" "nrmse" "Salmon_quasi_nmrse" 18.7 "all"
"599" "RSEMsim" "nrmse" "Salmon_SMEM_nmrse" 18.3 "all"
"600" "RSEMsim" "nrmse" "Sailfish_nmrse" 19.1 "all"
"601" "RSEMsim" "nrmse" "eXpress_nmrse" 37.7 "all"
"602" "RSEMsim" "nrmse" "Kallisto_nmrse" 18.7 "all"
"603" "RSEMsim" "nrmse" "RSEM_nmrse" 20.2 "all"
"604" "RSEMsim" "nrmse" "Salmon_align_nmrse" 29.3 "all"
"605" "RSEMsim" "nrmse" "Salmon_quasi_nmrse" 17 "all"
"606" "RSEMsim" "nrmse" "Salmon_SMEM_nmrse" 16.9 "all"
"607" "RSEMsim" "nrmse" "Sailfish_nmrse" 18.3 "all"
"608" "RSEMsim" "nrmse" "eXpress_nmrse" 41.2 "all"
"609" "RSEMsim" "nrmse" "Kallisto_nmrse" 17.1 "all"
"610" "RSEMsim" "nrmse" "RSEM_nmrse" 20.1 "all"
"611" "RSEMsim" "nrmse" "Salmon_align_nmrse" 28.3 "all"
"612" "RSEMsim" "nrmse" "Salmon_quasi_nmrse" 16.8 "all"
"613" "RSEMsim" "nrmse" "Salmon_SMEM_nmrse" 16.9 "all"
"614" "RSEMsim" "nrmse" "Sailfish_nmrse" 18.2 "all"
"615" "RSEMsim" "nrmse" "eXpress_nmrse" 43 "all"
"616" "RSEMsim" "nrmse" "Kallisto_nmrse" 17 "all"
"617" "bias" "nrmse" "RSEM_nmrse" 52.4 "all"
"618" "bias" "nrmse" "Salmon_align_nmrse" 64.7 "all"
"619" "bias" "nrmse" "Salmon_quasi_nmrse" 59.1 "all"
"620" "bias" "nrmse" "Salmon_SMEM_nmrse" 57.6 "all"
"621" "bias" "nrmse" "Sailfish_nmrse" 46.1 "all"
"622" "bias" "nrmse" "eXpress_nmrse" 64 "all"
"623" "bias" "nrmse" "Kallisto_nmrse" 47.1 "all"
"624" "bias" "nrmse" "RSEM_nmrse" 41.8 "all"
"625" "bias" "nrmse" "Salmon_align_nmrse" 49.3 "all"
"626" "bias" "nrmse" "Salmon_quasi_nmrse" 47.9 "all"
"627" "bias" "nrmse" "Salmon_SMEM_nmrse" 48.4 "all"
"628" "bias" "nrmse" "Sailfish_nmrse" 47.1 "all"
"629" "bias" "nrmse" "eXpress_nmrse" 54.7 "all"
"630" "bias" "nrmse" "Kallisto_nmrse" 46.3 "all"
"631" "bias" "nrmse" "RSEM_nmrse" 47.3 "all"
"632" "bias" "nrmse" "Salmon_align_nmrse" 55.7 "all"
"633" "bias" "nrmse" "Salmon_quasi_nmrse" 55.3 "all"
"634" "bias" "nrmse" "Salmon_SMEM_nmrse" 55.7 "all"
"635" "bias" "nrmse" "Sailfish_nmrse" 62 "all"
"636" "bias" "nrmse" "eXpress_nmrse" 55.4 "all"
"637" "bias" "nrmse" "Kallisto_nmrse" 46.1 "all"
"638" "bias" "nrmse" "RSEM_nmrse" 58.6 "all"
"639" "bias" "nrmse" "Salmon_align_nmrse" 81.5 "all"
"640" "bias" "nrmse" "Salmon_quasi_nmrse" 74.2 "all"
"641" "bias" "nrmse" "Salmon_SMEM_nmrse" 80.8 "all"
"642" "bias" "nrmse" "Sailfish_nmrse" 44.2 "all"
"643" "bias" "nrmse" "eXpress_nmrse" 54.8 "all"
"644" "bias" "nrmse" "Kallisto_nmrse" 43.2 "all"
"645" "bias" "nrmse" "RSEM_nmrse" 44.1 "all"
"646" "bias" "nrmse" "Salmon_align_nmrse" 53.3 "all"
"647" "bias" "nrmse" "Salmon_quasi_nmrse" 50.3 "all"
"648" "bias" "nrmse" "Salmon_SMEM_nmrse" 52.4 "all"
"649" "bias" "nrmse" "Sailfish_nmrse" 44.4 "all"
"650" "bias" "nrmse" "eXpress_nmrse" 61.1 "all"
"651" "bias" "nrmse" "Kallisto_nmrse" 46.3 "all"
"652" "bias" "nrmse" "RSEM_nmrse" 49.2 "all"
"653" "bias" "nrmse" "Salmon_align_nmrse" 64.6 "all"
"654" "bias" "nrmse" "Salmon_quasi_nmrse" 65.8 "all"
"655" "bias" "nrmse" "Salmon_SMEM_nmrse" 66.3 "all"
"656" "bias" "nrmse" "Sailfish_nmrse" 47.7 "all"
"657" "bias" "nrmse" "eXpress_nmrse" 54.2 "all"
"658" "bias" "nrmse" "Kallisto_nmrse" 48.8 "all"
"659" "bias" "nrmse" "RSEM_nmrse" 39.4 "all"
"660" "bias" "nrmse" "Salmon_align_nmrse" 53.2 "all"
"661" "bias" "nrmse" "Salmon_quasi_nmrse" 52.5 "all"
"662" "bias" "nrmse" "Salmon_SMEM_nmrse" 53 "all"
"663" "bias" "nrmse" "Sailfish_nmrse" 47 "all"
"664" "bias" "nrmse" "eXpress_nmrse" 86.1 "all"
"665" "bias" "nrmse" "Kallisto_nmrse" 47.1 "all"
"666" "bias" "nrmse" "RSEM_nmrse" 48.6 "all"
"667" "bias" "nrmse" "Salmon_align_nmrse" 73.3 "all"
"668" "bias" "nrmse" "Salmon_quasi_nmrse" 63.8 "all"
"669" "bias" "nrmse" "Salmon_SMEM_nmrse" 67.6 "all"
"670" "bias" "nrmse" "Sailfish_nmrse" 47.1 "all"
"671" "bias" "nrmse" "eXpress_nmrse" 62.6 "all"
"672" "bias" "nrmse" "Kallisto_nmrse" 47.6 "all"
"673" "bias" "nrmse" "RSEM_nmrse" 34.9 "all"
"674" "bias" "nrmse" "Salmon_align_nmrse" 48.4 "all"
"675" "bias" "nrmse" "Salmon_quasi_nmrse" 48.2 "all"
"676" "bias" "nrmse" "Salmon_SMEM_nmrse" 47.9 "all"
"677" "bias" "nrmse" "Sailfish_nmrse" 42.9 "all"
"678" "bias" "nrmse" "eXpress_nmrse" 101.6 "all"
"679" "bias" "nrmse" "Kallisto_nmrse" 43.8 "all"
"680" "bias" "nrmse" "RSEM_nmrse" 39.9 "all"
"681" "bias" "nrmse" "Salmon_align_nmrse" 59.1 "all"
"682" "bias" "nrmse" "Salmon_quasi_nmrse" 54.1 "all"
"683" "bias" "nrmse" "Salmon_SMEM_nmrse" 54.7 "all"
"684" "bias" "nrmse" "Sailfish_nmrse" 48.5 "all"
"685" "bias" "nrmse" "eXpress_nmrse" 57.5 "all"
"686" "bias" "nrmse" "Kallisto_nmrse" 49.9 "all"
"687" "bias" "nrmse" "RSEM_nmrse" 39.5 "all"
"688" "bias" "nrmse" "Salmon_align_nmrse" 49.8 "all"
"689" "bias" "nrmse" "Salmon_quasi_nmrse" 51.6 "all"
"690" "bias" "nrmse" "Salmon_SMEM_nmrse" 52.3 "all"
"691" "bias" "nrmse" "Sailfish_nmrse" 46.8 "all"
"692" "bias" "nrmse" "eXpress_nmrse" 85.8 "all"
"693" "bias" "nrmse" "Kallisto_nmrse" 46.8 "all"
"694" "bias" "nrmse" "RSEM_nmrse" 64.1 "all"
"695" "bias" "nrmse" "Salmon_align_nmrse" 66.3 "all"
"696" "bias" "nrmse" "Salmon_quasi_nmrse" 64.9 "all"
"697" "bias" "nrmse" "Salmon_SMEM_nmrse" 64.3 "all"
"698" "bias" "nrmse" "Sailfish_nmrse" 64.9 "all"
"699" "bias" "nrmse" "eXpress_nmrse" 71.6 "all"
"700" "bias" "nrmse" "Kallisto_nmrse" 63.5 "all"
"701" "bias" "nrmse" "RSEM_nmrse" 43.9 "all"
"702" "bias" "nrmse" "Salmon_align_nmrse" 56.9 "all"
"703" "bias" "nrmse" "Salmon_quasi_nmrse" 53.7 "all"
"704" "bias" "nrmse" "Salmon_SMEM_nmrse" 55.5 "all"
"705" "bias" "nrmse" "Sailfish_nmrse" 46.3 "all"
"706" "bias" "nrmse" "eXpress_nmrse" 67.7 "all"
"707" "bias" "nrmse" "Kallisto_nmrse" 49.5 "all"
"708" "bias" "nrmse" "RSEM_nmrse" 46.7 "all"
"709" "bias" "nrmse" "Salmon_align_nmrse" 54.7 "all"
"710" "bias" "nrmse" "Salmon_quasi_nmrse" 58.9 "all"
"711" "bias" "nrmse" "Salmon_SMEM_nmrse" 60.1 "all"
"712" "bias" "nrmse" "Sailfish_nmrse" 40.6 "all"
"713" "bias" "nrmse" "eXpress_nmrse" 50 "all"
"714" "bias" "nrmse" "Kallisto_nmrse" 41.3 "all"
"715" "bias" "nrmse" "RSEM_nmrse" 65.2 "all"
"716" "bias" "nrmse" "Salmon_align_nmrse" 64 "all"
"717" "bias" "nrmse" "Salmon_quasi_nmrse" 63.1 "all"
"718" "bias" "nrmse" "Salmon_SMEM_nmrse" 62.6 "all"
"719" "bias" "nrmse" "Sailfish_nmrse" 66.1 "all"
"720" "bias" "nrmse" "eXpress_nmrse" 68.9 "all"
"721" "bias" "nrmse" "Kallisto_nmrse" 59.7 "all"
"722" "bias" "nrmse" "RSEM_nmrse" 39.9 "all"
"723" "bias" "nrmse" "Salmon_align_nmrse" 52.2 "all"
"724" "bias" "nrmse" "Salmon_quasi_nmrse" 48.7 "all"
"725" "bias" "nrmse" "Salmon_SMEM_nmrse" 48.5 "all"
"726" "bias" "nrmse" "Sailfish_nmrse" 48.2 "all"
"727" "bias" "nrmse" "eXpress_nmrse" 101.2 "all"
"728" "bias" "nrmse" "Kallisto_nmrse" 41.1 "all"
"729" "bias" "nrmse" "RSEM_nmrse" 41.6 "all"
"730" "bias" "nrmse" "Salmon_align_nmrse" 63.8 "all"
"731" "bias" "nrmse" "Salmon_quasi_nmrse" 61.5 "all"
