"Simulation" "Statistic" "Tool" "Value" "ID"
"1865" "RSEMsim" "nrmse" "Salmon_quasi_nmrse" 15.3 "avoid"
"1866" "RSEMsim" "nrmse" "Salmon_SMEM_nmrse" 15.1 "avoid"
"1867" "RSEMsim" "nrmse" "Sailfish_nmrse" 16.7 "avoid"
"1868" "RSEMsim" "nrmse" "eXpress_nmrse" 39.3 "avoid"
"1869" "RSEMsim" "nrmse" "Kallisto_nmrse" 15.2 "avoid"
"1870" "RSEMsim" "nrmse" "RSEM_nmrse" 19 "avoid"
"1871" "RSEMsim" "nrmse" "Salmon_align_nmrse" 27.5 "avoid"
"1872" "RSEMsim" "nrmse" "Salmon_quasi_nmrse" 16.2 "avoid"
"1873" "RSEMsim" "nrmse" "Salmon_SMEM_nmrse" 15.9 "avoid"
"1874" "RSEMsim" "nrmse" "Sailfish_nmrse" 16.6 "avoid"
"1875" "RSEMsim" "nrmse" "eXpress_nmrse" 40 "avoid"
"1876" "RSEMsim" "nrmse" "Kallisto_nmrse" 16.1 "avoid"
"1877" "RSEMsim" "nrmse" "RSEM_nmrse" 18.8 "avoid"
"1878" "RSEMsim" "nrmse" "Salmon_align_nmrse" 27.2 "avoid"
"1879" "RSEMsim" "nrmse" "Salmon_quasi_nmrse" 15.4 "avoid"
"1880" "RSEMsim" "nrmse" "Salmon_SMEM_nmrse" 15.2 "avoid"
"1881" "RSEMsim" "nrmse" "Sailfish_nmrse" 17.5 "avoid"
"1882" "RSEMsim" "nrmse" "eXpress_nmrse" 46.8 "avoid"
"1883" "RSEMsim" "nrmse" "Kallisto_nmrse" 15.6 "avoid"
"1884" "RSEMsim" "nrmse" "RSEM_nmrse" 18.7 "avoid"
"1885" "RSEMsim" "nrmse" "Salmon_align_nmrse" 28 "avoid"
"1886" "RSEMsim" "nrmse" "Salmon_quasi_nmrse" 16 "avoid"
"1887" "RSEMsim" "nrmse" "Salmon_SMEM_nmrse" 16 "avoid"
"1888" "RSEMsim" "nrmse" "Sailfish_nmrse" 17.1 "avoid"
"1889" "RSEMsim" "nrmse" "eXpress_nmrse" 45.5 "avoid"
"1890" "RSEMsim" "nrmse" "Kallisto_nmrse" 16 "avoid"
"1891" "RSEMsim" "nrmse" "RSEM_nmrse" 19.8 "avoid"
"1892" "RSEMsim" "nrmse" "Salmon_align_nmrse" 28.7 "avoid"
"1893" "RSEMsim" "nrmse" "Salmon_quasi_nmrse" 16.8 "avoid"
"1894" "RSEMsim" "nrmse" "Salmon_SMEM_nmrse" 16 "avoid"
"1895" "RSEMsim" "nrmse" "Sailfish_nmrse" 18.6 "avoid"
"1896" "RSEMsim" "nrmse" "eXpress_nmrse" 44.3 "avoid"
"1897" "RSEMsim" "nrmse" "Kallisto_nmrse" 17 "avoid"
"1898" "RSEMsim" "nrmse" "RSEM_nmrse" 18 "avoid"
"1899" "RSEMsim" "nrmse" "Salmon_align_nmrse" 27.6 "avoid"
"1900" "RSEMsim" "nrmse" "Salmon_quasi_nmrse" 16.3 "avoid"
"1901" "RSEMsim" "nrmse" "Salmon_SMEM_nmrse" 15.8 "avoid"
"1902" "RSEMsim" "nrmse" "Sailfish_nmrse" 17.5 "avoid"
"1903" "RSEMsim" "nrmse" "eXpress_nmrse" 49.6 "avoid"
"1904" "RSEMsim" "nrmse" "Kallisto_nmrse" 16.3 "avoid"
"1905" "RSEMsim" "nrmse" "RSEM_nmrse" 19.7 "avoid"
"1906" "RSEMsim" "nrmse" "Salmon_align_nmrse" 28.8 "avoid"
"1907" "RSEMsim" "nrmse" "Salmon_quasi_nmrse" 16.7 "avoid"
"1908" "RSEMsim" "nrmse" "Salmon_SMEM_nmrse" 16.7 "avoid"
"1909" "RSEMsim" "nrmse" "Sailfish_nmrse" 19.3 "avoid"
"1910" "RSEMsim" "nrmse" "eXpress_nmrse" 43.2 "avoid"
"1911" "RSEMsim" "nrmse" "Kallisto_nmrse" 16.9 "avoid"
"1912" "RSEMsim" "nrmse" "RSEM_nmrse" 17.9 "avoid"
"1913" "RSEMsim" "nrmse" "Salmon_align_nmrse" 25 "avoid"
"1914" "RSEMsim" "nrmse" "Salmon_quasi_nmrse" 14 "avoid"
"1915" "RSEMsim" "nrmse" "Salmon_SMEM_nmrse" 14.1 "avoid"
"1916" "RSEMsim" "nrmse" "Sailfish_nmrse" 15.4 "avoid"
"1917" "RSEMsim" "nrmse" "eXpress_nmrse" 46.5 "avoid"
"1918" "RSEMsim" "nrmse" "Kallisto_nmrse" 14 "avoid"
"1919" "RSEMsim" "nrmse" "RSEM_nmrse" 19.6 "avoid"
"1920" "RSEMsim" "nrmse" "Salmon_align_nmrse" 27.7 "avoid"
"1921" "RSEMsim" "nrmse" "Salmon_quasi_nmrse" 17 "avoid"
"1922" "RSEMsim" "nrmse" "Salmon_SMEM_nmrse" 16.7 "avoid"
"1923" "RSEMsim" "nrmse" "Sailfish_nmrse" 18.2 "avoid"
"1924" "RSEMsim" "nrmse" "eXpress_nmrse" 38.9 "avoid"
"1925" "RSEMsim" "nrmse" "Kallisto_nmrse" 17.2 "avoid"
"1926" "RSEMsim" "nrmse" "RSEM_nmrse" 18 "avoid"
"1927" "RSEMsim" "nrmse" "Salmon_align_nmrse" 26.4 "avoid"
"1928" "RSEMsim" "nrmse" "Salmon_quasi_nmrse" 16.2 "avoid"
"1929" "RSEMsim" "nrmse" "Salmon_SMEM_nmrse" 15.9 "avoid"
"1930" "RSEMsim" "nrmse" "Sailfish_nmrse" 17.5 "avoid"
"1931" "RSEMsim" "nrmse" "eXpress_nmrse" 37.1 "avoid"
"1932" "RSEMsim" "nrmse" "Kallisto_nmrse" 16.1 "avoid"
"1933" "RSEMsim" "nrmse" "RSEM_nmrse" 18.4 "avoid"
"1934" "RSEMsim" "nrmse" "Salmon_align_nmrse" 26.5 "avoid"
"1935" "RSEMsim" "nrmse" "Salmon_quasi_nmrse" 16.3 "avoid"
"1936" "RSEMsim" "nrmse" "Salmon_SMEM_nmrse" 16.1 "avoid"
"1937" "RSEMsim" "nrmse" "Sailfish_nmrse" 17.9 "avoid"
"1938" "RSEMsim" "nrmse" "eXpress_nmrse" 37.9 "avoid"
"1939" "RSEMsim" "nrmse" "Kallisto_nmrse" 16.1 "avoid"
"1940" "RSEMsim" "nrmse" "RSEM_nmrse" 18 "avoid"
"1941" "RSEMsim" "nrmse" "Salmon_align_nmrse" 27.3 "avoid"
"1942" "RSEMsim" "nrmse" "Salmon_quasi_nmrse" 15.8 "avoid"
"1943" "RSEMsim" "nrmse" "Salmon_SMEM_nmrse" 15.8 "avoid"
"1944" "RSEMsim" "nrmse" "Sailfish_nmrse" 16.3 "avoid"
"1945" "RSEMsim" "nrmse" "eXpress_nmrse" 41.6 "avoid"
"1946" "RSEMsim" "nrmse" "Kallisto_nmrse" 15.8 "avoid"
"1947" "RSEMsim" "nrmse" "RSEM_nmrse" 17.8 "avoid"
"1948" "RSEMsim" "nrmse" "Salmon_align_nmrse" 25.8 "avoid"
"1949" "RSEMsim" "nrmse" "Salmon_quasi_nmrse" 14.9 "avoid"
"1950" "RSEMsim" "nrmse" "Salmon_SMEM_nmrse" 14.6 "avoid"
"1951" "RSEMsim" "nrmse" "Sailfish_nmrse" 15.7 "avoid"
"1952" "RSEMsim" "nrmse" "eXpress_nmrse" 36 "avoid"
"1953" "RSEMsim" "nrmse" "Kallisto_nmrse" 15 "avoid"
"1954" "RSEMsim" "nrmse" "RSEM_nmrse" 17.8 "avoid"
"1955" "RSEMsim" "nrmse" "Salmon_align_nmrse" 25.1 "avoid"
"1956" "RSEMsim" "nrmse" "Salmon_quasi_nmrse" 15.4 "avoid"
"1957" "RSEMsim" "nrmse" "Salmon_SMEM_nmrse" 15.5 "avoid"
"1958" "RSEMsim" "nrmse" "Sailfish_nmrse" 16.9 "avoid"
"1959" "RSEMsim" "nrmse" "eXpress_nmrse" 41 "avoid"
"1960" "RSEMsim" "nrmse" "Kallisto_nmrse" 15.5 "avoid"
"1961" "RSEMsim" "nrmse" "RSEM_nmrse" 17.9 "avoid"
"1962" "RSEMsim" "nrmse" "Salmon_align_nmrse" 28 "avoid"
"1963" "RSEMsim" "nrmse" "Salmon_quasi_nmrse" 16.5 "avoid"
"1964" "RSEMsim" "nrmse" "Salmon_SMEM_nmrse" 16.2 "avoid"
"1965" "RSEMsim" "nrmse" "Sailfish_nmrse" 17.4 "avoid"
"1966" "RSEMsim" "nrmse" "eXpress_nmrse" 39.6 "avoid"
"1967" "RSEMsim" "nrmse" "Kallisto_nmrse" 16.4 "avoid"
"1968" "RSEMsim" "nrmse" "RSEM_nmrse" 19.6 "avoid"
"1969" "RSEMsim" "nrmse" "Salmon_align_nmrse" 27.3 "avoid"
"1970" "RSEMsim" "nrmse" "Salmon_quasi_nmrse" 17.3 "avoid"
"1971" "RSEMsim" "nrmse" "Salmon_SMEM_nmrse" 17.3 "avoid"
"1972" "RSEMsim" "nrmse" "Sailfish_nmrse" 19 "avoid"
"1973" "RSEMsim" "nrmse" "eXpress_nmrse" 38.4 "avoid"
"1974" "RSEMsim" "nrmse" "Kallisto_nmrse" 17.2 "avoid"
"1975" "RSEMsim" "nrmse" "RSEM_nmrse" 19.8 "avoid"
"1976" "RSEMsim" "nrmse" "Salmon_align_nmrse" 29.1 "avoid"
"1977" "RSEMsim" "nrmse" "Salmon_quasi_nmrse" 17.7 "avoid"
"1978" "RSEMsim" "nrmse" "Salmon_SMEM_nmrse" 17.3 "avoid"
"1979" "RSEMsim" "nrmse" "Sailfish_nmrse" 18.5 "avoid"
"1980" "RSEMsim" "nrmse" "eXpress_nmrse" 37.1 "avoid"
"1981" "RSEMsim" "nrmse" "Kallisto_nmrse" 17.6 "avoid"
"1982" "RSEMsim" "nrmse" "RSEM_nmrse" 18.3 "avoid"
"1983" "RSEMsim" "nrmse" "Salmon_align_nmrse" 26.9 "avoid"
"1984" "RSEMsim" "nrmse" "Salmon_quasi_nmrse" 16.7 "avoid"
"1985" "RSEMsim" "nrmse" "Salmon_SMEM_nmrse" 16.3 "avoid"
"1986" "RSEMsim" "nrmse" "Sailfish_nmrse" 17.9 "avoid"
"1987" "RSEMsim" "nrmse" "eXpress_nmrse" 41.1 "avoid"
"1988" "RSEMsim" "nrmse" "Kallisto_nmrse" 16.6 "avoid"
"1989" "RSEMsim" "nrmse" "RSEM_nmrse" 19.6 "avoid"
"1990" "RSEMsim" "nrmse" "Salmon_align_nmrse" 30.2 "avoid"
"1991" "RSEMsim" "nrmse" "Salmon_quasi_nmrse" 17.5 "avoid"
"1992" "RSEMsim" "nrmse" "Salmon_SMEM_nmrse" 17.6 "avoid"
"1993" "RSEMsim" "nrmse" "Sailfish_nmrse" 17.8 "avoid"
"1994" "RSEMsim" "nrmse" "eXpress_nmrse" 41.7 "avoid"
"1995" "RSEMsim" "nrmse" "Kallisto_nmrse" 17.8 "avoid"
"1996" "RSEMsim" "nrmse" "RSEM_nmrse" 20.6 "avoid"
"1997" "RSEMsim" "nrmse" "Salmon_align_nmrse" 29 "avoid"
"1998" "RSEMsim" "nrmse" "Salmon_quasi_nmrse" 18.3 "avoid"
"1999" "RSEMsim" "nrmse" "Salmon_SMEM_nmrse" 17.9 "avoid"
"2000" "RSEMsim" "nrmse" "Sailfish_nmrse" 18.8 "avoid"
"2001" "RSEMsim" "nrmse" "eXpress_nmrse" 43.3 "avoid"
"2002" "RSEMsim" "nrmse" "Kallisto_nmrse" 18.4 "avoid"
"2003" "RSEMsim" "nrmse" "RSEM_nmrse" 20.2 "avoid"
"2004" "RSEMsim" "nrmse" "Salmon_align_nmrse" 27.6 "avoid"
"2005" "RSEMsim" "nrmse" "Salmon_quasi_nmrse" 17.1 "avoid"
"2006" "RSEMsim" "nrmse" "Salmon_SMEM_nmrse" 16.6 "avoid"
"2007" "RSEMsim" "nrmse" "Sailfish_nmrse" 19 "avoid"
"2008" "RSEMsim" "nrmse" "eXpress_nmrse" 34.9 "avoid"
"2009" "RSEMsim" "nrmse" "Kallisto_nmrse" 17 "avoid"
"2010" "RSEMsim" "nrmse" "RSEM_nmrse" 20.4 "avoid"
"2011" "RSEMsim" "nrmse" "Salmon_align_nmrse" 28.5 "avoid"
"2012" "RSEMsim" "nrmse" "Salmon_quasi_nmrse" 18.2 "avoid"
"2013" "RSEMsim" "nrmse" "Salmon_SMEM_nmrse" 18 "avoid"
"2014" "RSEMsim" "nrmse" "Sailfish_nmrse" 19.1 "avoid"
"2015" "RSEMsim" "nrmse" "eXpress_nmrse" 41.8 "avoid"
"2016" "RSEMsim" "nrmse" "Kallisto_nmrse" 18.1 "avoid"
"2017" "RSEMsim" "nrmse" "RSEM_nmrse" 17.8 "avoid"
"2018" "RSEMsim" "nrmse" "Salmon_align_nmrse" 26.3 "avoid"
"2019" "RSEMsim" "nrmse" "Salmon_quasi_nmrse" 16.3 "avoid"
"2020" "RSEMsim" "nrmse" "Salmon_SMEM_nmrse" 16.1 "avoid"
"2021" "RSEMsim" "nrmse" "Sailfish_nmrse" 17.2 "avoid"
"2022" "RSEMsim" "nrmse" "eXpress_nmrse" 47.1 "avoid"
"2023" "RSEMsim" "nrmse" "Kallisto_nmrse" 16.1 "avoid"
"2024" "RSEMsim" "nrmse" "RSEM_nmrse" 19.3 "avoid"
"2025" "RSEMsim" "nrmse" "Salmon_align_nmrse" 27.3 "avoid"
"2026" "RSEMsim" "nrmse" "Salmon_quasi_nmrse" 17.8 "avoid"
"2027" "RSEMsim" "nrmse" "Salmon_SMEM_nmrse" 17 "avoid"
"2028" "RSEMsim" "nrmse" "Sailfish_nmrse" 19.4 "avoid"
"2029" "RSEMsim" "nrmse" "eXpress_nmrse" 38.7 "avoid"
"2030" "RSEMsim" "nrmse" "Kallisto_nmrse" 17.7 "avoid"
"2031" "RSEMsim" "nrmse" "RSEM_nmrse" 17 "avoid"
"2032" "RSEMsim" "nrmse" "Salmon_align_nmrse" 26.9 "avoid"
"2033" "RSEMsim" "nrmse" "Salmon_quasi_nmrse" 15.2 "avoid"
"2034" "RSEMsim" "nrmse" "Salmon_SMEM_nmrse" 14.8 "avoid"
"2035" "RSEMsim" "nrmse" "Sailfish_nmrse" 16 "avoid"
"2036" "RSEMsim" "nrmse" "eXpress_nmrse" 40.7 "avoid"
"2037" "RSEMsim" "nrmse" "Kallisto_nmrse" 15.3 "avoid"
"2038" "RSEMsim" "nrmse" "RSEM_nmrse" 21.8 "avoid"
"2039" "RSEMsim" "nrmse" "Salmon_align_nmrse" 30.6 "avoid"
"2040" "RSEMsim" "nrmse" "Salmon_quasi_nmrse" 19.6 "avoid"
"2041" "RSEMsim" "nrmse" "Salmon_SMEM_nmrse" 19.6 "avoid"
"2042" "RSEMsim" "nrmse" "Sailfish_nmrse" 20.9 "avoid"
"2043" "RSEMsim" "nrmse" "eXpress_nmrse" 41.9 "avoid"
"2044" "RSEMsim" "nrmse" "Kallisto_nmrse" 19.7 "avoid"
"2045" "RSEMsim" "nrmse" "RSEM_nmrse" 19.1 "avoid"
"2046" "RSEMsim" "nrmse" "Salmon_align_nmrse" 27.5 "avoid"
"2047" "RSEMsim" "nrmse" "Salmon_quasi_nmrse" 17.1 "avoid"
"2048" "RSEMsim" "nrmse" "Salmon_SMEM_nmrse" 17 "avoid"
"2049" "RSEMsim" "nrmse" "Sailfish_nmrse" 18.4 "avoid"
"2050" "RSEMsim" "nrmse" "eXpress_nmrse" 46 "avoid"
"2051" "RSEMsim" "nrmse" "Kallisto_nmrse" 17 "avoid"
"2052" "RSEMsim" "nrmse" "RSEM_nmrse" 17.9 "avoid"
"2053" "RSEMsim" "nrmse" "Salmon_align_nmrse" 26.6 "avoid"
"2054" "RSEMsim" "nrmse" "Salmon_quasi_nmrse" 15.7 "avoid"
"2055" "RSEMsim" "nrmse" "Salmon_SMEM_nmrse" 15.4 "avoid"
"2056" "RSEMsim" "nrmse" "Sailfish_nmrse" 16.8 "avoid"
"2057" "RSEMsim" "nrmse" "eXpress_nmrse" 42.6 "avoid"
"2058" "RSEMsim" "nrmse" "Kallisto_nmrse" 15.7 "avoid"
"2059" "RSEMsim" "nrmse" "RSEM_nmrse" 18.1 "avoid"
"2060" "RSEMsim" "nrmse" "Salmon_align_nmrse" 26.7 "avoid"
"2061" "RSEMsim" "nrmse" "Salmon_quasi_nmrse" 16.7 "avoid"
"2062" "RSEMsim" "nrmse" "Salmon_SMEM_nmrse" 16.4 "avoid"
"2063" "RSEMsim" "nrmse" "Sailfish_nmrse" 18.2 "avoid"
"2064" "RSEMsim" "nrmse" "eXpress_nmrse" 42.7 "avoid"
"2065" "RSEMsim" "nrmse" "Kallisto_nmrse" 16.6 "avoid"
"2066" "RSEMsim" "nrmse" "RSEM_nmrse" 19.2 "avoid"
"2067" "RSEMsim" "nrmse" "Salmon_align_nmrse" 27.4 "avoid"
"2068" "RSEMsim" "nrmse" "Salmon_quasi_nmrse" 15.2 "avoid"
"2069" "RSEMsim" "nrmse" "Salmon_SMEM_nmrse" 14.4 "avoid"
"2070" "RSEMsim" "nrmse" "Sailfish_nmrse" 18.3 "avoid"
"2071" "RSEMsim" "nrmse" "eXpress_nmrse" 52.4 "avoid"
"2072" "RSEMsim" "nrmse" "Kallisto_nmrse" 14.8 "avoid"
"2073" "RSEMsim" "nrmse" "RSEM_nmrse" 19.9 "avoid"
"2074" "RSEMsim" "nrmse" "Salmon_align_nmrse" 27.9 "avoid"
"2075" "RSEMsim" "nrmse" "Salmon_quasi_nmrse" 17.1 "avoid"
"2076" "RSEMsim" "nrmse" "Salmon_SMEM_nmrse" 16.7 "avoid"
"2077" "RSEMsim" "nrmse" "Sailfish_nmrse" 18 "avoid"
"2078" "RSEMsim" "nrmse" "eXpress_nmrse" 39.3 "avoid"
"2079" "RSEMsim" "nrmse" "Kallisto_nmrse" 16.9 "avoid"
"2080" "RSEMsim" "nrmse" "RSEM_nmrse" 20.4 "avoid"
"2081" "RSEMsim" "nrmse" "Salmon_align_nmrse" 29.2 "avoid"
"2082" "RSEMsim" "nrmse" "Salmon_quasi_nmrse" 16.9 "avoid"
"2083" "RSEMsim" "nrmse" "Salmon_SMEM_nmrse" 16.6 "avoid"
"2084" "RSEMsim" "nrmse" "Sailfish_nmrse" 17.5 "avoid"
"2085" "RSEMsim" "nrmse" "eXpress_nmrse" 41.5 "avoid"
"2086" "RSEMsim" "nrmse" "Kallisto_nmrse" 16.9 "avoid"
"2087" "RSEMsim" "nrmse" "RSEM_nmrse" 18.5 "avoid"
"2088" "RSEMsim" "nrmse" "Salmon_align_nmrse" 27.2 "avoid"
"2089" "RSEMsim" "nrmse" "Salmon_quasi_nmrse" 17 "avoid"
"2090" "RSEMsim" "nrmse" "Salmon_SMEM_nmrse" 16.9 "avoid"
"2091" "RSEMsim" "nrmse" "Sailfish_nmrse" 18 "avoid"
"2092" "RSEMsim" "nrmse" "eXpress_nmrse" 39.3 "avoid"
"2093" "RSEMsim" "nrmse" "Kallisto_nmrse" 16.9 "avoid"
"2094" "RSEMsim" "nrmse" "RSEM_nmrse" 18.4 "avoid"
"2095" "RSEMsim" "nrmse" "Salmon_align_nmrse" 27.6 "avoid"
"2096" "RSEMsim" "nrmse" "Salmon_quasi_nmrse" 16.6 "avoid"
"2097" "RSEMsim" "nrmse" "Salmon_SMEM_nmrse" 16.3 "avoid"
"2098" "RSEMsim" "nrmse" "Sailfish_nmrse" 16.1 "avoid"
"2099" "RSEMsim" "nrmse" "eXpress_nmrse" 42.5 "avoid"
"2100" "RSEMsim" "nrmse" "Kallisto_nmrse" 16.3 "avoid"
"2101" "RSEMsim" "nrmse" "RSEM_nmrse" 19.6 "avoid"
"2102" "RSEMsim" "nrmse" "Salmon_align_nmrse" 27.8 "avoid"
"2103" "RSEMsim" "nrmse" "Salmon_quasi_nmrse" 16.4 "avoid"
"2104" "RSEMsim" "nrmse" "Salmon_SMEM_nmrse" 16.4 "avoid"
"2105" "RSEMsim" "nrmse" "Sailfish_nmrse" 17.9 "avoid"
"2106" "RSEMsim" "nrmse" "eXpress_nmrse" 39.5 "avoid"
"2107" "RSEMsim" "nrmse" "Kallisto_nmrse" 16.5 "avoid"
"2108" "RSEMsim" "nrmse" "RSEM_nmrse" 18.7 "avoid"
"2109" "RSEMsim" "nrmse" "Salmon_align_nmrse" 27.5 "avoid"
"2110" "RSEMsim" "nrmse" "Salmon_quasi_nmrse" 15.9 "avoid"
"2111" "RSEMsim" "nrmse" "Salmon_SMEM_nmrse" 15.8 "avoid"
"2112" "RSEMsim" "nrmse" "Sailfish_nmrse" 17.8 "avoid"
"2113" "RSEMsim" "nrmse" "eXpress_nmrse" 45.7 "avoid"
"2114" "RSEMsim" "nrmse" "Kallisto_nmrse" 15.8 "avoid"
"2115" "RSEMsim" "nrmse" "RSEM_nmrse" 19.7 "avoid"
"2116" "RSEMsim" "nrmse" "Salmon_align_nmrse" 28.2 "avoid"
"2117" "RSEMsim" "nrmse" "Salmon_quasi_nmrse" 16.6 "avoid"
"2118" "RSEMsim" "nrmse" "Salmon_SMEM_nmrse" 16.2 "avoid"
"2119" "RSEMsim" "nrmse" "Sailfish_nmrse" 17.7 "avoid"
"2120" "RSEMsim" "nrmse" "eXpress_nmrse" 39.9 "avoid"
"2121" "RSEMsim" "nrmse" "Kallisto_nmrse" 16.6 "avoid"
"2122" "RSEMsim" "nrmse" "RSEM_nmrse" 21.4 "avoid"
"2123" "RSEMsim" "nrmse" "Salmon_align_nmrse" 29.3 "avoid"
"2124" "RSEMsim" "nrmse" "Salmon_quasi_nmrse" 17.5 "avoid"
"2125" "RSEMsim" "nrmse" "Salmon_SMEM_nmrse" 16.7 "avoid"
"2126" "RSEMsim" "nrmse" "Sailfish_nmrse" 18.6 "avoid"
"2127" "RSEMsim" "nrmse" "eXpress_nmrse" 47.4 "avoid"
"2128" "RSEMsim" "nrmse" "Kallisto_nmrse" 17.3 "avoid"
"2129" "RSEMsim" "nrmse" "RSEM_nmrse" 19.4 "avoid"
"2130" "RSEMsim" "nrmse" "Salmon_align_nmrse" 29 "avoid"
"2131" "RSEMsim" "nrmse" "Salmon_quasi_nmrse" 16.5 "avoid"
"2132" "RSEMsim" "nrmse" "Salmon_SMEM_nmrse" 16.4 "avoid"
"2133" "RSEMsim" "nrmse" "Sailfish_nmrse" 18.5 "avoid"
"2134" "RSEMsim" "nrmse" "eXpress_nmrse" 46.8 "avoid"
"2135" "RSEMsim" "nrmse" "Kallisto_nmrse" 16.7 "avoid"
"2136" "RSEMsim" "nrmse" "RSEM_nmrse" 19.4 "avoid"
"2137" "RSEMsim" "nrmse" "Salmon_align_nmrse" 28.5 "avoid"
"2138" "RSEMsim" "nrmse" "Salmon_quasi_nmrse" 17.4 "avoid"
"2139" "RSEMsim" "nrmse" "Salmon_SMEM_nmrse" 17.3 "avoid"
"2140" "RSEMsim" "nrmse" "Sailfish_nmrse" 18 "avoid"
"2141" "RSEMsim" "nrmse" "eXpress_nmrse" 36.8 "avoid"
"2142" "RSEMsim" "nrmse" "Kallisto_nmrse" 17.4 "avoid"
"2143" "RSEMsim" "nrmse" "RSEM_nmrse" 19.4 "avoid"
"2144" "RSEMsim" "nrmse" "Salmon_align_nmrse" 26.3 "avoid"
"2145" "RSEMsim" "nrmse" "Salmon_quasi_nmrse" 16.3 "avoid"
"2146" "RSEMsim" "nrmse" "Salmon_SMEM_nmrse" 15.6 "avoid"
"2147" "RSEMsim" "nrmse" "Sailfish_nmrse" 17.8 "avoid"
"2148" "RSEMsim" "nrmse" "eXpress_nmrse" 43 "avoid"
"2149" "RSEMsim" "nrmse" "Kallisto_nmrse" 16.1 "avoid"
"2150" "RSEMsim" "nrmse" "RSEM_nmrse" 20.1 "avoid"
"2151" "RSEMsim" "nrmse" "Salmon_align_nmrse" 27.2 "avoid"
"2152" "RSEMsim" "nrmse" "Salmon_quasi_nmrse" 18.4 "avoid"
"2153" "RSEMsim" "nrmse" "Salmon_SMEM_nmrse" 17.9 "avoid"
"2154" "RSEMsim" "nrmse" "Sailfish_nmrse" 19.6 "avoid"
"2155" "RSEMsim" "nrmse" "eXpress_nmrse" 40.6 "avoid"
"2156" "RSEMsim" "nrmse" "Kallisto_nmrse" 18.5 "avoid"
"2157" "RSEMsim" "nrmse" "RSEM_nmrse" 20.1 "avoid"
"2158" "RSEMsim" "nrmse" "Salmon_align_nmrse" 27.4 "avoid"
"2159" "RSEMsim" "nrmse" "Salmon_quasi_nmrse" 17.8 "avoid"
"2160" "RSEMsim" "nrmse" "Salmon_SMEM_nmrse" 17.4 "avoid"
"2161" "RSEMsim" "nrmse" "Sailfish_nmrse" 20.5 "avoid"
"2162" "RSEMsim" "nrmse" "eXpress_nmrse" 33.2 "avoid"
"2163" "RSEMsim" "nrmse" "Kallisto_nmrse" 17.6 "avoid"
"2164" "RSEMsim" "nrmse" "RSEM_nmrse" 19.9 "avoid"
"2165" "RSEMsim" "nrmse" "Salmon_align_nmrse" 26.6 "avoid"
"2166" "RSEMsim" "nrmse" "Salmon_quasi_nmrse" 18.7 "avoid"
"2167" "RSEMsim" "nrmse" "Salmon_SMEM_nmrse" 18.6 "avoid"
"2168" "RSEMsim" "nrmse" "Sailfish_nmrse" 19.9 "avoid"
"2169" "RSEMsim" "nrmse" "eXpress_nmrse" 42.8 "avoid"
"2170" "RSEMsim" "nrmse" "Kallisto_nmrse" 18.4 "avoid"
"2171" "RSEMsim" "nrmse" "RSEM_nmrse" 18.6 "avoid"
"2172" "RSEMsim" "nrmse" "Salmon_align_nmrse" 27.9 "avoid"
"2173" "RSEMsim" "nrmse" "Salmon_quasi_nmrse" 15.9 "avoid"
"2174" "RSEMsim" "nrmse" "Salmon_SMEM_nmrse" 15.4 "avoid"
"2175" "RSEMsim" "nrmse" "Sailfish_nmrse" 17.5 "avoid"
"2176" "RSEMsim" "nrmse" "eXpress_nmrse" 41.1 "avoid"
"2177" "RSEMsim" "nrmse" "Kallisto_nmrse" 15.8 "avoid"
"2178" "RSEMsim" "nrmse" "RSEM_nmrse" 18.2 "avoid"
"2179" "RSEMsim" "nrmse" "Salmon_align_nmrse" 26.5 "avoid"
"2180" "RSEMsim" "nrmse" "Salmon_quasi_nmrse" 16.9 "avoid"
"2181" "RSEMsim" "nrmse" "Salmon_SMEM_nmrse" 16.8 "avoid"
"2182" "RSEMsim" "nrmse" "Sailfish_nmrse" 18.2 "avoid"
"2183" "RSEMsim" "nrmse" "eXpress_nmrse" 47.4 "avoid"
"2184" "RSEMsim" "nrmse" "Kallisto_nmrse" 17.1 "avoid"
"2185" "RSEMsim" "nrmse" "RSEM_nmrse" 19.2 "avoid"
"2186" "RSEMsim" "nrmse" "Salmon_align_nmrse" 27.4 "avoid"
"2187" "RSEMsim" "nrmse" "Salmon_quasi_nmrse" 15.6 "avoid"
"2188" "RSEMsim" "nrmse" "Salmon_SMEM_nmrse" 15.4 "avoid"
"2189" "RSEMsim" "nrmse" "Sailfish_nmrse" 17.6 "avoid"
"2190" "RSEMsim" "nrmse" "eXpress_nmrse" 40.4 "avoid"
"2191" "RSEMsim" "nrmse" "Kallisto_nmrse" 15.6 "avoid"
"2192" "RSEMsim" "nrmse" "RSEM_nmrse" 18.5 "avoid"
"2193" "RSEMsim" "nrmse" "Salmon_align_nmrse" 28 "avoid"
"2194" "RSEMsim" "nrmse" "Salmon_quasi_nmrse" 16.2 "avoid"
"2195" "RSEMsim" "nrmse" "Salmon_SMEM_nmrse" 16.2 "avoid"
"2196" "RSEMsim" "nrmse" "Sailfish_nmrse" 17.9 "avoid"
"2197" "RSEMsim" "nrmse" "eXpress_nmrse" 44 "avoid"
"2198" "RSEMsim" "nrmse" "Kallisto_nmrse" 16.6 "avoid"
"2199" "RSEMsim" "nrmse" "RSEM_nmrse" 19.7 "avoid"
